player_id,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_name,nationality_id,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
226309.0,Jennifer Cramer,"LB, LM, CM",78.0,81.0,12040000.0,770.0,24.0,1993,168.0,58.0,Undetermined,21.0,Germany,Left,3.0,3.0,2.0,Medium/Medium,Normal (170-),#nothing,nothing,77.0,56.0,78.0,77.0,74.0,64.0,80.0,54.0,71.0,82.0,42.0,77.0,52.0,51.0,79.0,78.0,78.0,77.0,75.0,79.0,75.0,58.0,67.0,82.0,56.0,55.0,61.0,74.0,67.0,82.0,76.0,65.0,70.0,77.0,76.0,10.0,11.0,14.0,5.999999999999998,14.0,0.0,67.0,67.0,67.0,74.0,72.0,72.0,72.0,74.0,75.0,75.0,75.0,77.0,77.0,77.0,77.0,77.0,78.0,76.0,76.0,76.0,78.0,77.0,72.0,72.0,72.0,77.0,18.0
226310.0,Melanie Behringer,"LM, RM, CM",78.0,78.0,32300000.0,1200.0,29.0,1985,170.0,67.0,Undetermined,21.0,Germany,Right,5.0,2.0,3.0,Medium/Medium,Stocky (170-),#Distance Shooter,Long Shot Taker (AI),69.0,83.0,80.0,73.0,68.0,88.0,81.0,78.0,75.0,80.0,77.0,73.0,68.0,83.0,81.0,76.0,65.0,73.0,61.0,81.0,67.0,94.0,67.0,91.0,89.0,88.0,86.0,68.0,77.0,78.0,76.0,83.0,57.0,75.0,68.0,14.0,8.0,5.0,15.0,13.0,0.0,79.0,79.0,79.0,76.0,78.0,78.0,78.0,76.0,77.0,77.0,77.0,77.0,79.0,79.0,79.0,77.0,75.0,76.0,76.0,76.0,75.0,74.0,73.0,73.0,73.0,74.0,20.0
226311.0,Fatmire Alushi,"RM, CAM, LM",83.0,83.0,26600000.0,880.0,27.0,1988,168.0,55.0,Undetermined,21.0,Germany,Right,5.0,4.0,4.0,High/Medium,Normal (170-),#Dribbler,"Injury Prone, Flair, Technical Dribbler (AI)",81.0,79.0,77.0,87.0,28.999999999999996,56.0,77.0,81.0,43.0,84.0,77.0,91.0,79.0,60.0,65.0,86.0,82.0,81.0,80.0,82.0,79.0,78.0,60.0,64.0,58.0,73.0,39.0,30.0,83.0,77.0,77.0,75.8,27.0,25.0,29.0,14.0,11.0,14.0,13.0,9.0,0.0,77.0,77.0,77.0,83.0,82.0,82.0,82.0,83.0,82.0,82.0,82.0,81.0,74.0,74.0,74.0,81.0,60.0,55.0,55.0,55.0,60.0,55.0,43.0,43.0,43.0,55.0,20.0
226312.0,Anja Mittag,"CF, ST, CAM",83.0,83.0,29939999.999999996,970.0,31.0,1985,168.0,58.0,Undetermined,21.0,Germany,Right,5.0,3.0,4.0,Medium/Medium,Stocky (170-),#Poacher,Flair,74.0,83.0,75.0,80.0,32.0,72.0,69.0,85.0,80.0,82.0,89.0,81.0,55.0,66.0,67.0,80.0,75.0,73.0,73.0,86.0,74.0,83.0,75.0,72.0,78.0,77.0,57.0,33.0,85.0,80.0,80.0,71.0,23.000000000000004,29.0,21.0,13.0,5.0,12.0,10.0,10.0,0.0,82.0,82.0,82.0,80.0,81.0,81.0,81.0,80.0,80.0,80.0,80.0,79.0,74.0,74.0,74.0,79.0,58.0,57.0,57.0,57.0,58.0,54.0,50.0,50.0,50.0,54.0,18.0
226313.0,Bianca Ursula Schmidt,RB,77.0,77.0,34600000.0,1170.0,27.0,1990,174.0,64.0,Undetermined,21.0,Germany,Right,3.0,3.0,2.0,Medium/Medium,Normal (170-185),#nothing,nothing,71.0,52.0,67.0,61.0,79.0,81.0,72.0,44.0,77.0,74.0,41.0,58.0,55.0,57.0,68.0,63.0,68.0,74.0,63.0,75.0,60.0,63.0,75.0,82.0,81.0,53.0,82.0,79.0,58.0,56.0,74.0,78.0,78.0,82.0,79.0,6.0,13.0,12.0,10.0,13.0,0.0,62.0,62.0,62.0,63.0,62.0,62.0,62.0,63.0,62.0,62.0,62.0,65.0,67.0,67.0,67.0,65.0,75.0,75.0,75.0,75.0,75.0,76.0,78.0,78.0,78.0,76.0,18.0
226315.0,Hope Solo,GK,87.0,87.0,15157769.097222222,787.8472222222222,33.0,1981,175.0,69.0,Undetermined,95.0,United States,Right,2.0,1.0,5.0,Medium/Medium,Normal (170-185),#nothing,nothing,70.7581881533101,59.28362369337979,64.27665505226481,68.93519163763067,57.58327526132404,66.28292682926829,14.0,11.0,12.0,19.0,12.0,14.000000000000007,16.0,13.0,17.0,15.0,34.0,34.0,36.0,83.0,70.0,21.0,76.0,45.0,41.0,13.0,21.0,20.000000000000004,11.0,16.0,24.0,62.82059380922299,14.0,12.0,11.0,84.0,85.0,73.0,85.0,87.0,34.0,23.0,23.0,23.0,22.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,24.0,23.0,23.0,23.0,24.0,25.0,24.0,24.0,24.0,25.0,25.0,23.0,23.0,23.0,25.0,84.0
226316.0,Sydney Rae Leroux Dwyer,ST,83.0,84.0,42300000.0,1160.0,27.0,1990,170.0,66.0,Undetermined,95.0,United States,Left,3.0,4.0,4.0,High/Low,Unique,#Speedster,Speed Dribbler (AI),92.0,80.0,62.0,78.0,42.0,77.0,65.0,81.0,78.0,63.0,68.0,79.0,69.0,52.0,52.0,77.0,91.0,93.0,76.0,77.0,73.0,84.0,66.0,82.0,81.0,75.0,62.0,39.0,84.0,63.0,85.0,84.0,29.0,39.0,55.0,8.0,5.999999999999998,10.0,7.0,13.0,0.0,80.0,80.0,80.0,77.0,78.0,78.0,78.0,77.0,74.0,74.0,74.0,75.0,67.0,67.0,67.0,75.0,63.0,56.0,56.0,56.0,63.0,62.0,55.0,55.0,55.0,62.0,16.0
226317.0,Christie Rampone,CB,85.0,85.0,19740000.0,830.0,41.0,1975,168.0,64.0,Undetermined,95.0,United States,Right,4.0,2.0,5.0,Low/High,Normal (170-),#Tactician ,"Leadership, Team Player",63.0,29.0,49.0,61.0,86.0,74.0,40.0,20.999999999999996,75.0,64.0,24.000000000000004,56.0,31.0,36.0,52.0,67.0,64.0,63.0,46.0,95.0,63.0,40.0,68.0,69.0,78.0,25.0,70.0,93.0,28.0,35.0,72.0,87.0,86.0,85.0,85.0,12.0,12.0,14.0,13.0,12.0,0.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,59.0,59.0,59.0,55.0,73.0,75.0,75.0,75.0,73.0,76.0,81.0,81.0,81.0,76.0,21.0
226318.0,Kelley Maureen O'Hara,"LB, RB",83.0,83.0,31200000.0,900.0,33.0,1988,165.0,55.0,Undetermined,95.0,United States,Right,3.0,3.0,4.0,Medium/High,Lean (170-),#nothing,"Long Throw-in, Injury Prone, Leadership, Early Crosser, Speed Dribbler (AI)",87.0,60.0,71.0,76.0,81.0,74.0,81.0,54.0,78.0,79.0,58.0,72.0,59.0,40.0,71.0,78.0,86.0,87.0,80.0,74.0,79.0,73.0,69.0,79.0,76.0,64.0,62.0,79.0,53.0,58.0,58.0,86.0,82.0,80.0,84.0,14.0,11.0,15.0,12.0,8.0,0.0,69.0,69.0,69.0,72.0,69.0,69.0,69.0,72.0,70.0,70.0,70.0,73.0,72.0,72.0,72.0,73.0,80.0,77.0,77.0,77.0,80.0,81.0,78.0,78.0,78.0,81.0,18.0
226319.0,Whitney Engen,CB,80.0,81.0,12600000.0,630.0,28.0,1987,173.0,56.0,Undetermined,95.0,United States,Right,2.0,2.0,3.0,Low/High,Normal (170-185),#nothing,nothing,71.0,48.0,59.0,60.0,80.0,74.0,51.0,44.0,77.0,67.0,39.0,55.0,61.0,62.0,61.0,60.0,71.0,71.0,67.0,81.0,70.0,55.0,76.0,60.0,78.0,51.0,82.0,78.0,31.000000000000004,51.0,68.0,67.0,82.0,81.0,81.0,13.0,12.0,12.0,8.0,5.0,0.0,57.0,57.0,57.0,57.0,56.0,56.0,56.0,57.0,58.0,58.0,58.0,58.0,61.0,61.0,61.0,58.0,70.0,72.0,72.0,72.0,70.0,73.0,78.0,78.0,78.0,73.0,17.0
226320.0,Morgan Gautrat,CM,80.0,81.0,42300000.0,1100.0,26.0,1993,170.0,61.0,Undetermined,95.0,United States,Right,2.0,4.0,3.0,Medium/Medium,Lean (170-),#nothing,nothing,76.0,72.0,76.0,77.0,75.0,76.0,66.0,68.0,73.0,82.0,64.0,79.0,64.0,68.0,80.0,80.0,75.0,77.0,62.0,75.0,71.0,72.0,63.0,79.0,75.0,77.0,78.0,78.0,78.0,75.0,80.0,86.0,72.0,77.0,75.0,8.0,7.0,9.0,11.0,10.0,0.0,75.0,75.0,75.0,76.0,77.0,77.0,77.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,77.0,76.0,78.0,78.0,78.0,76.0,76.0,76.0,76.0,76.0,76.0,16.0
226322.0,Amy Rodriguez,ST,80.0,80.0,14800000.0,970.0,31.0,1987,163.0,66.0,Undetermined,95.0,United States,Right,3.0,4.0,3.0,High/Low,Stocky (170-),#nothing,nothing,77.0,78.0,57.0,78.0,33.0,74.0,43.0,78.0,75.0,70.0,77.0,78.0,54.0,47.0,42.0,80.0,75.0,78.0,73.0,71.0,82.0,83.0,63.0,68.0,83.0,75.0,64.0,31.0,79.0,61.0,78.0,79.0,28.0,29.0,24.0,7.0,8.0,14.0,13.0,12.0,0.0,78.0,78.0,78.0,73.0,76.0,76.0,76.0,73.0,72.0,72.0,72.0,70.0,64.0,64.0,64.0,70.0,52.0,52.0,52.0,52.0,52.0,50.0,49.0,49.0,49.0,50.0,17.0
226323.0,Heather O'Reilly,RM,81.0,81.0,31300000.0,960.0,30.0,1985,165.0,59.0,Undetermined,95.0,United States,Right,3.0,3.0,2.0,High/Low,Lean (170-),#nothing,nothing,78.0,72.0,81.0,80.0,42.0,63.0,84.0,71.0,61.0,84.0,75.0,81.0,77.0,64.0,83.0,81.0,79.0,78.0,77.0,83.0,70.0,73.0,52.0,81.0,53.0,68.0,70.0,32.0,83.0,78.0,79.0,73.2,40.0,43.0,42.0,9.0,14.0,15.0,7.0,11.0,0.0,75.0,75.0,75.0,80.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,77.0,77.0,77.0,81.0,65.0,63.0,63.0,63.0,65.0,62.0,52.0,52.0,52.0,62.0,18.0
226324.0,Carli Anne Hollins,"CM, ST",87.0,87.0,37000000.0,1600.0,37.0,1982,173.0,64.0,Undetermined,95.0,United States,Right,3.0,4.0,5.0,High/Medium,Normal (170-185),"#Dribbler, #Playmaker, #Complete Midfielder","Leadership, Playmaker (AI)",72.0,82.0,85.0,85.0,73.0,78.0,74.0,82.0,80.0,88.0,68.0,87.0,81.0,87.0,89.0,88.0,71.0,72.0,76.0,73.0,78.0,83.0,79.0,72.0,79.0,84.0,84.0,85.0,86.0,88.0,87.0,95.0,69.0,69.0,67.0,13.0,7.0,15.0,10.0,16.0,0.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,82.0,85.0,85.0,85.0,82.0,84.0,84.0,84.0,82.0,76.0,80.0,80.0,80.0,76.0,75.0,76.0,76.0,76.0,75.0,18.0
226325.0,Alexandra Blaire Krieger,"CB, RB",79.0,79.0,23300000.0,960.0,36.0,1984,168.0,60.0,Undetermined,95.0,United States,Right,3.0,3.0,3.0,Medium/Medium,Normal (170-),#nothing,nothing,72.0,62.0,77.0,73.0,79.0,77.0,77.0,55.0,81.0,80.0,62.0,72.0,67.0,66.0,76.0,77.0,72.0,72.0,54.0,80.0,74.0,78.0,63.0,80.0,74.0,60.0,83.0,78.0,52.0,77.0,73.0,78.0,80.0,78.0,77.0,14.0,7.0,8.0,14.0,11.0,0.0,69.0,69.0,69.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,73.0,75.0,75.0,75.0,73.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,19.0
226326.0,Lauren Holiday,"CM, ST",82.0,85.0,34600000.0,1060.0,27.0,1987,173.0,70.0,Undetermined,95.0,United States,Right,2.0,3.0,4.0,High/Medium,Normal (170-185),#nothing,nothing,81.0,64.0,75.0,76.0,69.0,82.0,62.0,56.0,62.0,84.0,68.0,78.0,51.0,58.0,80.0,78.0,80.0,81.0,59.0,86.0,74.0,61.0,71.0,86.0,86.0,79.0,72.0,79.0,75.0,78.0,71.0,74.0,61.0,75.0,63.0,8.0,13.0,7.0,14.0,6.0,0.0,72.0,72.0,72.0,75.0,76.0,76.0,76.0,75.0,77.0,77.0,77.0,77.0,80.0,80.0,80.0,77.0,75.0,78.0,78.0,78.0,75.0,74.0,73.0,73.0,73.0,74.0,18.0
226327.0,Christen Annemarie Press,"ST, LW",86.0,86.0,92400000.00000001,2200.0,33.0,1988,168.0,58.0,Undetermined,95.0,United States,Right,3.0,4.0,4.0,High/Low,Lean (170-),"#Acrobat, #Clinical Finisher","Injury Prone, Flair, Playmaker (AI), Outside Foot Shot",88.0,87.0,78.0,85.0,46.0,74.0,75.0,88.0,84.0,86.0,80.0,84.0,78.0,62.0,75.0,90.0,87.0,89.0,90.0,84.0,64.0,86.0,80.0,86.0,73.0,87.0,62.0,43.0,87.0,71.0,82.0,80.0,42.0,42.0,38.0,15.0,14.0,9.0,11.0,11.0,0.0,86.0,86.0,86.0,85.0,85.0,85.0,85.0,85.0,84.0,84.0,84.0,84.0,79.0,79.0,79.0,84.0,68.0,65.0,65.0,65.0,68.0,65.0,59.0,59.0,59.0,65.0,20.0
226328.0,Megan Anna Rapinoe,"LW, LM",86.0,86.0,57200000.0,1600.0,36.0,1985,165.0,60.0,Undetermined,95.0,United States,Right,4.0,4.0,5.0,High/Medium,Lean (170-),"#Dribbler, #Crosser, #FK Specialist, #Clinical Finisher, #Complete Forward","Long Throw-in, Outside Foot Shot",79.0,86.0,85.0,87.0,46.0,72.0,89.0,89.0,72.0,87.0,70.0,88.0,91.0,88.0,78.0,90.0,78.0,79.0,80.0,84.0,79.0,84.0,63.0,70.0,75.0,85.0,67.0,47.0,90.0,80.0,92.0,91.0,41.0,45.0,39.0,15.0,12.0,14.0,14.0,11.0,0.0,84.0,84.0,84.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,85.0,80.0,80.0,80.0,85.0,68.0,66.0,66.0,66.0,68.0,64.0,58.0,58.0,58.0,64.0,21.0
226329.0,Meghan Elizabeth Klingenberg,"RB, LB",82.0,82.0,21020000.0,650.0,28.0,1988,158.0,57.0,Undetermined,95.0,United States,Right,2.0,2.0,3.0,Medium/High,Lean (170-),#nothing,nothing,78.0,46.0,62.0,72.0,82.0,74.0,81.0,32.0,72.0,74.0,51.0,67.0,67.0,43.0,53.0,74.0,77.0,78.0,81.0,76.0,81.0,59.0,64.0,86.0,66.0,64.0,79.0,83.0,41.0,33.0,54.0,76.0,84.0,82.0,81.0,10.0,5.999999999999998,6.0,12.0,13.0,0.0,59.0,59.0,59.0,64.0,60.0,60.0,60.0,64.0,61.0,61.0,61.0,66.0,64.0,64.0,64.0,66.0,79.0,75.0,75.0,75.0,79.0,80.0,78.0,78.0,78.0,80.0,17.0
226330.0,Tobin Powell Heath,"LM, RW",89.0,89.0,57500000.0,1800.0,33.0,1988,168.0,59.0,Undetermined,95.0,United States,Right,5.0,5.0,4.0,High/High,Lean (170-),"#Dribbler, #Crosser, #Acrobat","Flair, Technical Dribbler (AI)",76.0,79.0,88.0,91.0,36.0,64.0,92.0,79.0,63.0,88.0,81.0,92.0,88.0,79.0,87.0,93.0,77.0,76.0,88.0,86.0,80.0,75.0,58.0,69.0,61.0,77.0,65.0,23.0,88.0,88.0,82.0,92.0,31.0,38.0,39.0,12.0,7.0,7.0,16.0,8.0,0.0,80.0,80.0,80.0,87.0,85.0,85.0,85.0,87.0,87.0,87.0,87.0,86.0,81.0,81.0,81.0,86.0,65.0,62.0,62.0,62.0,65.0,60.0,50.0,50.0,50.0,60.0,19.0
226331.0,Ashlyn Michelle Harris,GK,83.0,83.0,3005000.0,500.0,35.0,1985,175.0,60.0,Undetermined,95.0,United States,Right,2.0,1.0,3.0,Medium/Medium,Normal (170-185),#nothing,nothing,64.4,34.2,52.4,54.400000000000006,72.2,71.0,18.0,14.0,21.0,23.0,18.0,16.0,19.0,14.0,17.0,13.0,44.0,46.0,64.0,79.0,69.0,59.0,77.0,43.0,42.0,20.0,23.0,22.0,16.0,23.0,43.0,24.0,14.0,16.0,12.0,84.0,80.0,78.0,80.0,83.0,45.0,30.0,30.0,30.0,26.0,28.0,28.0,28.0,26.0,26.0,26.0,26.0,27.0,25.0,25.0,25.0,27.0,28.0,25.0,25.0,25.0,28.0,27.0,26.0,26.0,26.0,27.0,80.99999999999999
226333.0,Julie Beth Ertz,"CDM, CB",88.0,88.0,56100000.0,1600.0,29.0,1992,170.0,59.0,Undetermined,95.0,United States,Right,3.0,3.0,4.0,Medium/High,Normal (170-),"#Aerial Threat, #Tackling, #Tactician, #Complete Defender",nothing,75.0,66.0,80.0,74.0,87.0,84.0,73.0,66.0,91.0,87.0,63.0,70.0,56.0,50.0,85.0,82.0,74.0,76.0,64.0,81.0,69.0,76.0,72.0,83.0,85.0,54.0,86.0,86.0,78.0,83.0,62.0,88.0,84.0,89.0,85.0,12.0,11.0,9.0,15.0,13.0,0.0,77.0,77.0,77.0,75.0,77.0,77.0,77.0,75.0,78.0,78.0,78.0,78.0,81.0,81.0,81.0,78.0,82.0,85.0,85.0,85.0,82.0,83.0,86.0,86.0,86.0,83.0,20.0
